activity_id,lead_id,channel,attempt_number,activity_date,response_received,response_type,meeting_booked
A000457,L0053,Cold Call,2,2024-09-15,No,No Response,No
A000458,L0053,Email,3,2024-10-09,No,No Response,No
A000459,L0053,LinkedIn,3,2024-09-12,No,No Response,No
A000460,L0053,Cold Call,3,2024-09-03,No,No Response,No
A000461,L0053,Email,4,2024-10-31,No,No Response,No
A000462,L0053,LinkedIn,4,2024-10-03,No,No Response,No
A000463,L0053,Cold Call,4,2024-09-16,No,No Response,No
A000464,L0053,Email,5,2024-09-25,No,No Response,No
A000465,L0053,LinkedIn,5,2024-10-15,No,No Response,No
A000466,L0053,Cold Call,5,2024-09-13,No,No Response,No
A000467,L0054,Email,1,2024-10-26,No,No Response,No
A000468,L0054,LinkedIn,1,2024-09-08,No,No Response,No
A000469,L0054,Cold Call,1,2024-09-03,No,No Response,No
A000470,L0054,Email,2,2024-09-28,No,No Response,No
A000471,L0054,LinkedIn,2,2024-10-09,No,No Response,No
A000472,L0054,Cold Call,2,2024-09-06,No,No Response,No
A000473,L0054,Email,3,2024-09-02,Yes,Not Now,No
A000474,L0055,Email,1,2024-09-02,No,No Response,No
A000475,L0055,LinkedIn,1,2024-09-10,No,No Response,No
A000476,L0055,Cold Call,1,2024-09-07,No,No Response,No
A000477,L0055,Email,2,2024-09-17,Yes,Not Now,No
A000478,L0056,Email,1,2024-10-23,No,No Response,No
A000479,L0056,LinkedIn,1,2024-10-16,No,No Response,No
A000480,L0056,Cold Call,1,2024-10-15,No,No Response,No
A000481,L0056,Email,2,2024-09-19,No,No Response,No
A000482,L0056,LinkedIn,2,2024-10-24,No,No Response,No
A000483,L0056,Cold Call,2,2024-10-05,No,No Response,No
A000484,L0056,Email,3,2024-09-18,No,No Response,No
A000485,L0056,LinkedIn,3,2024-09-06,No,No Response,No
A000486,L0056,Cold Call,3,2024-09-10,No,No Response,No
A000487,L0056,Email,4,2024-09-30,Yes,Interested,No
A000488,L0057,Email,1,2024-10-02,No,No Response,No
A000489,L0057,LinkedIn,1,2024-10-23,No,No Response,No
A000490,L0057,Cold Call,1,2024-09-01,No,No Response,No
A000491,L0057,Email,2,2024-09-06,No,No Response,No
A000492,L0057,LinkedIn,2,2024-09-15,No,No Response,No
A000493,L0057,Cold Call,2,2024-10-31,No,No Response,No
A000494,L0057,Email,3,2024-10-31,No,No Response,No
A000495,L0057,LinkedIn,3,2024-09-14,No,No Response,No
A000496,L0057,Cold Call,3,2024-09-02,No,No Response,No
A000497,L0057,Email,4,2024-09-18,No,No Response,No
A000498,L0057,LinkedIn,4,2024-10-27,No,No Response,No
A000499,L0057,Cold Call,4,2024-09-19,No,No Response,No
A000500,L0057,Email,5,2024-10-22,No,No Response,No
A000501,L0057,LinkedIn,5,2024-10-02,Yes,Interested,No
A000502,L0058,Email,1,2024-09-03,No,No Response,No
A000503,L0058,LinkedIn,1,2024-10-19,No,No Response,No
A000504,L0058,Cold Call,1,2024-10-25,No,No Response,No
A000505,L0058,Email,2,2024-09-10,No,No Response,No
A000506,L0058,LinkedIn,2,2024-09-08,No,No Response,No
A000507,L0058,Cold Call,2,2024-09-25,No,No Response,No
A000508,L0058,Email,3,2024-09-21,No,No Response,No
A000509,L0058,LinkedIn,3,2024-09-01,No,No Response,No
A000510,L0058,Cold Call,3,2024-09-05,No,No Response,No
A000511,L0058,Email,4,2024-10-12,No,No Response,No
A000512,L0058,LinkedIn,4,2024-09-25,No,No Response,No
A000513,L0058,Cold Call,4,2024-09-28,No,No Response,No
A000514,L0058,Email,5,2024-10-12,No,No Response,No
A000515,L0058,LinkedIn,5,2024-09-11,No,No Response,No
A000516,L0058,Cold Call,5,2024-10-18,No,No Response,No
A000517,L0059,Email,1,2024-10-15,No,No Response,No
A000518,L0059,LinkedIn,1,2024-10-11,No,No Response,No
A000519,L0059,Cold Call,1,2024-10-31,No,No Response,No
A000520,L0059,Email,2,2024-10-14,No,No Response,No
A000521,L0059,LinkedIn,2,2024-09-24,No,No Response,No
A000522,L0059,Cold Call,2,2024-09-09,No,No Response,No
A000523,L0059,Email,3,2024-09-12,No,No Response,No
A000524,L0059,LinkedIn,3,2024-10-04,No,No Response,No
A000525,L0059,Cold Call,3,2024-10-27,No,No Response,No
A000526,L0059,Email,4,2024-09-09,Yes,Interested,No
A000527,L0060,Email,1,2024-09-13,No,No Response,No
A000528,L0060,LinkedIn,1,2024-10-14,Yes,Not Now,No
A000529,L0061,Email,1,2024-09-04,No,No Response,No
A000530,L0061,LinkedIn,1,2024-09-10,No,No Response,No
A000531,L0061,Cold Call,1,2024-10-13,No,No Response,No
A000532,L0061,Email,2,2024-09-26,Yes,Interested,No
A000533,L0062,Email,1,2024-10-20,No,No Response,No
A000534,L0062,LinkedIn,1,2024-09-29,No,No Response,No
A000535,L0062,Cold Call,1,2024-09-19,No,No Response,No
A000536,L0062,Email,2,2024-09-09,No,No Response,No
A000537,L0062,LinkedIn,2,2024-09-16,Yes,Not Now,No
A000538,L0063,Email,1,2024-10-14,No,No Response,No
A000539,L0063,LinkedIn,1,2024-10-25,No,No Response,No
A000540,L0063,Cold Call,1,2024-10-20,Yes,Interested,Yes
A000541,L0064,Email,1,2024-10-23,No,No Response,No
A000542,L0064,LinkedIn,1,2024-09-18,No,No Response,No
A000543,L0064,Cold Call,1,2024-10-18,No,No Response,No
A000544,L0064,Email,2,2024-09-28,No,No Response,No
A000545,L0064,LinkedIn,2,2024-10-29,Yes,Interested,No
A000546,L0065,Email,1,2024-09-07,No,No Response,No
A000547,L0065,LinkedIn,1,2024-10-02,No,No Response,No
A000548,L0065,Cold Call,1,2024-09-28,No,No Response,No
A000549,L0065,Email,2,2024-10-30,No,No Response,No
A000550,L0065,LinkedIn,2,2024-09-21,No,No Response,No
A000551,L0065,Cold Call,2,2024-10-26,No,No Response,No
A000552,L0065,Email,3,2024-09-08,No,No Response,No
A000553,L0065,LinkedIn,3,2024-10-28,No,No Response,No
A000554,L0065,Cold Call,3,2024-09-02,No,No Response,No
A000555,L0065,Email,4,2024-10-21,No,No Response,No
A000556,L0065,LinkedIn,4,2024-10-30,No,No Response,No
A000557,L0065,Cold Call,4,2024-09-29,No,No Response,No
A000558,L0065,Email,5,2024-09-27,Yes,Interested,No
A000559,L0066,Email,1,2024-10-28,No,No Response,No
A000560,L0066,LinkedIn,1,2024-09-22,No,No Response,No
A000561,L0066,Cold Call,1,2024-10-22,No,No Response,No
A000562,L0066,Email,2,2024-10-05,No,No Response,No
A000563,L0066,LinkedIn,2,2024-09-21,No,No Response,No
A000564,L0066,Cold Call,2,2024-09-19,No,No Response,No
A000565,L0066,Email,3,2024-10-03,No,No Response,No
A000566,L0066,LinkedIn,3,2024-09-16,No,No Response,No
A000567,L0066,Cold Call,3,2024-09-29,No,No Response,No
A000568,L0066,Email,4,2024-10-04,No,No Response,No
A000569,L0066,LinkedIn,4,2024-10-20,Yes,Interested,No
A000570,L0067,Email,1,2024-09-12,No,No Response,No
A000571,L0067,LinkedIn,1,2024-10-04,Yes,Not Now,No
A000572,L0068,Email,1,2024-09-23,No,No Response,No
A000573,L0068,LinkedIn,1,2024-09-07,No,No Response,No
A000574,L0068,Cold Call,1,2024-10-16,No,No Response,No
A000575,L0068,Email,2,2024-10-13,No,No Response,No
A000576,L0068,LinkedIn,2,2024-09-21,No,No Response,No
A000577,L0068,Cold Call,2,2024-10-10,No,No Response,No
A000578,L0068,Email,3,2024-10-21,Yes,Interested,No
A000579,L0069,Email,1,2024-09-06,No,No Response,No
A000580,L0069,LinkedIn,1,2024-09-16,No,No Response,No
A000581,L0069,Cold Call,1,2024-09-14,No,No Response,No
A000582,L0069,Email,2,2024-09-03,No,No Response,No
A000583,L0069,LinkedIn,2,2024-10-21,No,No Response,No
A000584,L0069,Cold Call,2,2024-09-07,No,No Response,No
A000585,L0069,Email,3,2024-10-12,No,No Response,No
A000586,L0069,LinkedIn,3,2024-10-06,No,No Response,No
A000587,L0069,Cold Call,3,2024-09-30,No,No Response,No
A000588,L0069,Email,4,2024-09-08,No,No Response,No
A000589,L0069,LinkedIn,4,2024-09-29,Yes,Not Now,No
A000590,L0070,Email,1,2024-10-07,No,No Response,No
A000591,L0070,LinkedIn,1,2024-09-28,No,No Response,No
A000592,L0070,Cold Call,1,2024-10-11,No,No Response,No
A000593,L0070,Email,2,2024-10-13,No,No Response,No
A000594,L0070,LinkedIn,2,2024-09-13,No,No Response,No
A000595,L0070,Cold Call,2,2024-10-09,No,No Response,No
A000596,L0070,Email,3,2024-09-12,Yes,Not Now,No
A000597,L0071,Email,1,2024-10-06,No,No Response,No
A000598,L0071,LinkedIn,1,2024-10-14,Yes,Not Now,No
A000599,L0072,Email,1,2024-10-11,No,No Response,No
A000600,L0072,LinkedIn,1,2024-09-21,No,No Response,No
A000601,L0072,Cold Call,1,2024-10-28,No,No Response,No
A000602,L0072,Email,2,2024-10-28,No,No Response,No
A000603,L0072,LinkedIn,2,2024-09-13,No,No Response,No
A000604,L0072,Cold Call,2,2024-10-26,No,No Response,No
A000605,L0072,Email,3,2024-10-27,No,No Response,No
A000606,L0072,LinkedIn,3,2024-10-23,No,No Response,No
A000607,L0072,Cold Call,3,2024-10-27,No,No Response,No
A000608,L0072,Email,4,2024-10-12,No,No Response,No
A000609,L0072,LinkedIn,4,2024-10-29,No,No Response,No
A000610,L0072,Cold Call,4,2024-10-04,No,No Response,No
A000611,L0072,Email,5,2024-10-21,No,No Response,No
A000612,L0072,LinkedIn,5,2024-10-25,No,No Response,No
A000613,L0072,Cold Call,5,2024-10-26,No,No Response,No
A000614,L0073,Email,1,2024-10-02,No,No Response,No
A000615,L0073,LinkedIn,1,2024-10-28,No,No Response,No
A000616,L0073,Cold Call,1,2024-09-22,No,No Response,No
A000617,L0073,Email,2,2024-09-27,No,No Response,No
A000618,L0073,LinkedIn,2,2024-09-27,No,No Response,No
A000619,L0073,Cold Call,2,2024-09-25,No,No Response,No
A000620,L0073,Email,3,2024-10-08,No,No Response,No
A000621,L0073,LinkedIn,3,2024-10-29,Yes,Not Now,No
A000622,L0074,Email,1,2024-10-29,No,No Response,No
A000623,L0074,LinkedIn,1,2024-10-20,No,No Response,No
A000624,L0074,Cold Call,1,2024-10-14,No,No Response,No
A000625,L0074,Email,2,2024-09-15,No,No Response,No
A000626,L0074,LinkedIn,2,2024-09-11,No,No Response,No
A000627,L0074,Cold Call,2,2024-09-15,No,No Response,No
A000628,L0074,Email,3,2024-10-06,Yes,Not Now,No
A000629,L0075,Email,1,2024-09-30,No,No Response,No
A000630,L0075,LinkedIn,1,2024-09-14,No,No Response,No
A000631,L0075,Cold Call,1,2024-09-28,No,No Response,No
A000632,L0075,Email,2,2024-10-21,No,No Response,No
A000633,L0075,LinkedIn,2,2024-09-05,No,No Response,No
A000634,L0075,Cold Call,2,2024-10-08,No,No Response,No
A000635,L0075,Email,3,2024-09-12,No,No Response,No
A000636,L0075,LinkedIn,3,2024-09-19,Yes,Interested,Yes
A000637,L0076,Email,1,2024-09-22,No,No Response,No
A000638,L0076,LinkedIn,1,2024-10-03,No,No Response,No
A000639,L0076,Cold Call,1,2024-09-27,No,No Response,No
A000640,L0076,Email,2,2024-10-24,No,No Response,No
A000641,L0076,LinkedIn,2,2024-10-31,No,No Response,No
A000642,L0076,Cold Call,2,2024-09-18,No,No Response,No
A000643,L0076,Email,3,2024-10-13,No,No Response,No
A000644,L0076,LinkedIn,3,2024-09-28,No,No Response,No
A000645,L0076,Cold Call,3,2024-10-30,No,No Response,No
A000646,L0076,Email,4,2024-10-02,Yes,Not Now,No
A000647,L0077,Email,1,2024-10-08,No,No Response,No
A000648,L0077,LinkedIn,1,2024-10-29,No,No Response,No
A000649,L0077,Cold Call,1,2024-10-23,No,No Response,No
A000650,L0077,Email,2,2024-09-08,No,No Response,No
A000651,L0077,LinkedIn,2,2024-09-14,No,No Response,No
A000652,L0077,Cold Call,2,2024-10-14,No,No Response,No
A000653,L0077,Email,3,2024-09-25,No,No Response,No
A000654,L0077,LinkedIn,3,2024-10-04,No,No Response,No
A000655,L0077,Cold Call,3,2024-09-17,No,No Response,No
A000656,L0077,Email,4,2024-09-13,No,No Response,No
A000657,L0077,LinkedIn,4,2024-10-09,No,No Response,No
A000658,L0077,Cold Call,4,2024-09-28,No,No Response,No
A000659,L0077,Email,5,2024-09-17,No,No Response,No
A000660,L0077,LinkedIn,5,2024-10-21,Yes,Interested,Yes
A000661,L0078,Email,1,2024-10-07,No,No Response,No
A000662,L0078,LinkedIn,1,2024-10-29,No,No Response,No
A000663,L0078,Cold Call,1,2024-09-26,No,No Response,No
A000664,L0078,Email,2,2024-10-07,No,No Response,No
A000665,L0078,LinkedIn,2,2024-09-18,No,No Response,No
A000666,L0078,Cold Call,2,2024-09-04,No,No Response,No
A000667,L0078,Email,3,2024-09-21,No,No Response,No
A000668,L0078,LinkedIn,3,2024-09-28,No,No Response,No
A000669,L0078,Cold Call,3,2024-10-13,No,No Response,No
A000670,L0078,Email,4,2024-09-05,No,No Response,No
A000671,L0078,LinkedIn,4,2024-09-03,No,No Response,No
A000672,L0078,Cold Call,4,2024-09-22,No,No Response,No
A000673,L0078,Email,5,2024-10-20,Yes,Not Now,No
A000674,L0079,Email,1,2024-09-20,No,No Response,No
A000675,L0079,LinkedIn,1,2024-09-24,No,No Response,No
A000676,L0079,Cold Call,1,2024-10-01,No,No Response,No
A000677,L0079,Email,2,2024-09-23,No,No Response,No
A000678,L0079,LinkedIn,2,2024-09-26,No,No Response,No
A000679,L0079,Cold Call,2,2024-09-14,No,No Response,No
A000680,L0079,Email,3,2024-10-12,No,No Response,No
A000681,L0079,LinkedIn,3,2024-10-04,No,No Response,No
A000682,L0079,Cold Call,3,2024-10-19,No,No Response,No
A000683,L0079,Email,4,2024-09-28,No,No Response,No
A000684,L0079,LinkedIn,4,2024-10-06,No,No Response,No
A000685,L0079,Cold Call,4,2024-10-21,No,No Response,No
A000686,L0079,Email,5,2024-09-04,No,No Response,No
A000687,L0079,LinkedIn,5,2024-09-21,No,No Response,No
A000688,L0079,Cold Call,5,2024-10-16,No,No Response,No
A000689,L0080,Email,1,2024-10-31,No,No Response,No
A000690,L0080,LinkedIn,1,2024-10-14,No,No Response,No
A000691,L0080,Cold Call,1,2024-09-03,No,No Response,No
A000692,L0080,Email,2,2024-10-18,No,No Response,No
A000693,L0080,LinkedIn,2,2024-09-07,No,No Response,No
A000694,L0080,Cold Call,2,2024-10-07,No,No Response,No
A000695,L0080,Email,3,2024-10-20,Yes,Interested,Yes
A000696,L0081,Email,1,2024-10-16,No,No Response,No
A000697,L0081,LinkedIn,1,2024-09-29,Yes,Interested,No
A000698,L0082,Email,1,2024-10-24,No,No Response,No
A000699,L0082,LinkedIn,1,2024-09-26,No,No Response,No
A000700,L0082,Cold Call,1,2024-09-14,No,No Response,No
A000701,L0082,Email,2,2024-09-08,No,No Response,No
A000702,L0082,LinkedIn,2,2024-09-08,No,No Response,No
A000703,L0082,Cold Call,2,2024-09-22,No,No Response,No
A000704,L0082,Email,3,2024-10-16,No,No Response,No
A000705,L0082,LinkedIn,3,2024-10-24,No,No Response,No
A000706,L0082,Cold Call,3,2024-09-23,No,No Response,No
A000707,L0082,Email,4,2024-09-03,No,No Response,No
A000708,L0082,LinkedIn,4,2024-09-09,No,No Response,No
A000709,L0082,Cold Call,4,2024-10-22,No,No Response,No
A000710,L0082,Email,5,2024-10-08,No,No Response,No
A000711,L0082,LinkedIn,5,2024-09-11,No,No Response,No
A000712,L0082,Cold Call,5,2024-09-30,No,No Response,No
A000713,L0083,Email,1,2024-09-20,No,No Response,No
A000714,L0083,LinkedIn,1,2024-09-27,Yes,Interested,No
A000715,L0084,Email,1,2024-09-20,No,No Response,No
A000716,L0084,LinkedIn,1,2024-10-19,No,No Response,No
A000717,L0084,Cold Call,1,2024-10-24,No,No Response,No
A000718,L0084,Email,2,2024-09-28,No,No Response,No
A000719,L0084,LinkedIn,2,2024-09-30,No,No Response,No
A000720,L0084,Cold Call,2,2024-10-06,No,No Response,No
A000721,L0084,Email,3,2024-09-06,No,No Response,No
A000722,L0084,LinkedIn,3,2024-10-07,No,No Response,No
A000723,L0084,Cold Call,3,2024-10-16,No,No Response,No
A000724,L0084,Email,4,2024-09-17,No,No Response,No
A000725,L0084,LinkedIn,4,2024-09-21,No,No Response,No
A000726,L0084,Cold Call,4,2024-10-04,No,No Response,No
A000727,L0084,Email,5,2024-10-02,No,No Response,No
A000728,L0084,LinkedIn,5,2024-09-28,No,No Response,No
A000729,L0084,Cold Call,5,2024-09-16,Yes,Interested,No
A000730,L0085,Email,1,2024-09-19,No,No Response,No
A000731,L0085,LinkedIn,1,2024-09-16,No,No Response,No
A000732,L0085,Cold Call,1,2024-09-23,No,No Response,No
A000733,L0085,Email,2,2024-10-13,No,No Response,No
A000734,L0085,LinkedIn,2,2024-09-30,No,No Response,No
A000735,L0085,Cold Call,2,2024-10-04,Yes,Not Now,No
A000736,L0086,Email,1,2024-10-01,No,No Response,No
A000737,L0086,LinkedIn,1,2024-09-13,No,No Response,No
A000738,L0086,Cold Call,1,2024-09-07,No,No Response,No
A000739,L0086,Email,2,2024-09-19,No,No Response,No
A000740,L0086,LinkedIn,2,2024-10-11,No,No Response,No
A000741,L0086,Cold Call,2,2024-10-22,No,No Response,No
A000742,L0086,Email,3,2024-09-02,No,No Response,No
A000743,L0086,LinkedIn,3,2024-10-17,No,No Response,No
A000744,L0086,Cold Call,3,2024-10-22,No,No Response,No
A000745,L0086,Email,4,2024-09-08,No,No Response,No
A000746,L0086,LinkedIn,4,2024-10-27,No,No Response,No
A000747,L0086,Cold Call,4,2024-10-20,No,No Response,No
A000748,L0086,Email,5,2024-09-25,Yes,Not Now,No
A000749,L0087,Email,1,2024-09-27,No,No Response,No
A000750,L0087,LinkedIn,1,2024-10-26,No,No Response,No
A000751,L0087,Cold Call,1,2024-10-13,No,No Response,No
A000752,L0087,Email,2,2024-09-14,No,No Response,No
A000753,L0087,LinkedIn,2,2024-10-31,No,No Response,No
A000754,L0087,Cold Call,2,2024-09-22,No,No Response,No
A000755,L0087,Email,3,2024-09-08,No,No Response,No
A000756,L0087,LinkedIn,3,2024-09-29,No,No Response,No
A000757,L0087,Cold Call,3,2024-09-22,No,No Response,No
A000758,L0087,Email,4,2024-10-18,No,No Response,No
A000759,L0087,LinkedIn,4,2024-10-31,No,No Response,No
A000760,L0087,Cold Call,4,2024-10-20,No,No Response,No
A000761,L0087,Email,5,2024-09-06,No,No Response,No
A000762,L0087,LinkedIn,5,2024-09-06,No,No Response,No
A000763,L0087,Cold Call,5,2024-10-16,No,No Response,No
A000764,L0088,Email,1,2024-09-03,Yes,Interested,No
A000765,L0089,Email,1,2024-10-26,No,No Response,No
A000766,L0089,LinkedIn,1,2024-09-10,No,No Response,No
A000767,L0089,Cold Call,1,2024-10-05,No,No Response,No
A000768,L0089,Email,2,2024-09-17,No,No Response,No
A000769,L0089,LinkedIn,2,2024-10-11,No,No Response,No
A000770,L0089,Cold Call,2,2024-09-05,No,No Response,No
A000771,L0089,Email,3,2024-09-23,No,No Response,No
A000772,L0089,LinkedIn,3,2024-09-28,Yes,Interested,No
A000773,L0090,Email,1,2024-09-17,No,No Response,No
A000774,L0090,LinkedIn,1,2024-10-29,No,No Response,No
A000775,L0090,Cold Call,1,2024-09-05,No,No Response,No
A000776,L0090,Email,2,2024-10-18,No,No Response,No
A000777,L0090,LinkedIn,2,2024-10-05,No,No Response,No
A000778,L0090,Cold Call,2,2024-10-09,No,No Response,No
A000779,L0090,Email,3,2024-09-22,No,No Response,No
A000780,L0090,LinkedIn,3,2024-10-16,No,No Response,No
A000781,L0090,Cold Call,3,2024-10-06,Yes,Interested,No
A000782,L0091,Email,1,2024-09-26,No,No Response,No
A000783,L0091,LinkedIn,1,2024-09-22,No,No Response,No
A000784,L0091,Cold Call,1,2024-10-07,No,No Response,No
A000785,L0091,Email,2,2024-10-07,No,No Response,No
A000786,L0091,LinkedIn,2,2024-09-26,No,No Response,No
A000787,L0091,Cold Call,2,2024-10-31,No,No Response,No
A000788,L0091,Email,3,2024-10-27,No,No Response,No
A000789,L0091,LinkedIn,3,2024-10-27,No,No Response,No
A000790,L0091,Cold Call,3,2024-09-17,No,No Response,No
A000791,L0091,Email,4,2024-09-22,No,No Response,No
A000792,L0091,LinkedIn,4,2024-09-19,No,No Response,No
A000793,L0091,Cold Call,4,2024-09-19,Yes,Interested,Yes
A000794,L0092,Email,1,2024-09-14,No,No Response,No
A000795,L0092,LinkedIn,1,2024-10-17,No,No Response,No
A000796,L0092,Cold Call,1,2024-09-05,No,No Response,No
A000797,L0092,Email,2,2024-09-02,No,No Response,No
A000798,L0092,LinkedIn,2,2024-09-18,No,No Response,No
A000799,L0092,Cold Call,2,2024-10-13,No,No Response,No
A000800,L0092,Email,3,2024-10-06,No,No Response,No
A000801,L0092,LinkedIn,3,2024-09-07,Yes,Interested,No
A000802,L0093,Email,1,2024-09-26,No,No Response,No
A000803,L0093,LinkedIn,1,2024-10-16,Yes,Not Now,No
A000804,L0094,Email,1,2024-10-17,No,No Response,No
A000805,L0094,LinkedIn,1,2024-09-09,Yes,Interested,No
A000806,L0095,Email,1,2024-09-26,No,No Response,No
A000807,L0095,LinkedIn,1,2024-10-26,No,No Response,No
A000808,L0095,Cold Call,1,2024-10-16,No,No Response,No
A000809,L0095,Email,2,2024-10-23,Yes,Not Now,No
A000810,L0096,Email,1,2024-09-12,No,No Response,No
A000811,L0096,LinkedIn,1,2024-09-25,Yes,Interested,No
A000812,L0097,Email,1,2024-10-12,No,No Response,No
A000813,L0097,LinkedIn,1,2024-09-28,Yes,Interested,No
A000814,L0098,Email,1,2024-09-29,No,No Response,No
A000815,L0098,LinkedIn,1,2024-09-21,No,No Response,No
A000816,L0098,Cold Call,1,2024-10-20,No,No Response,No
A000817,L0098,Email,2,2024-09-15,No,No Response,No
A000818,L0098,LinkedIn,2,2024-09-10,No,No Response,No
A000819,L0098,Cold Call,2,2024-10-27,No,No Response,No
A000820,L0098,Email,3,2024-10-09,No,No Response,No
A000821,L0098,LinkedIn,3,2024-10-10,No,No Response,No
A000822,L0098,Cold Call,3,2024-10-01,No,No Response,No
A000823,L0098,Email,4,2024-10-01,No,No Response,No
A000824,L0098,LinkedIn,4,2024-10-13,No,No Response,No
A000825,L0098,Cold Call,4,2024-09-29,No,No Response,No
A000826,L0098,Email,5,2024-10-27,Yes,Interested,No
A000827,L0099,Email,1,2024-09-22,No,No Response,No
A000828,L0099,LinkedIn,1,2024-10-29,No,No Response,No
A000829,L0099,Cold Call,1,2024-09-28,No,No Response,No
A000830,L0099,Email,2,2024-10-28,No,No Response,No
A000831,L0099,LinkedIn,2,2024-09-25,No,No Response,No
